text,label
palamente o kae,1
Re itse polotiki,1
Batho ba bua ka ditshwanelo,1
tokololo e teng,1
Re itse dikgethololo,1
Batho ba bogale thuto,0
Batho ba bua ka ikonomi,1
puso o dira mathata,0
dikgethololo o dira itumelela,2
dikgethololo o dira kutlwelobotlhoko,0
Re tlhong ka boitekanelo,0
Batho ba molemo palamente,2
Re itse setšhaba,1
Re siame ka dikgethololo,2
Ke bona modulasetilo,1
batho e teng,1
tshiamelo e kagiso thata,2
boitekanelo o kae,1
polotiki o dira botoka,2
puso o dira tlhokafalo,0
Ke maswe polotiki,0
Batho ba bua ka tshiamelo,1
Ke kutlwelobotlhoko puso,2
kgethololo o dira kgalefo,0
ditshwanelo o dira itumelela,2
Ke bona kgethololo,1
tokololo o dira dikgwetlho,0
Ke bona tshiamelo,1
ikonomi o dira boikepo,0
Ke boikepo dikgethololo,0
Ke itumelela ikonomi,2
ikonomi o dira molemo,2
Ke siame thuto,2
puso o dira tlhong,0
Ke bona ikonomi,1
thuto e dikgwetlho thata,0
Re kagiso ka lekgotla,2
Ke bosula molao,0
tokololo o kae,1
kgethololo e kgotso thata,2
Re itse molao,1
Re itse puso,1
dikgethololo o dira boikepo,0
molao e monate thata,2
Ke tlhong batho,0
Re itse modulasetilo,1
Batho ba bua ka boitekanelo,1
Batho ba pabalesego palamente,2
Batho ba bua ka kgethololo,1
Re itse tokololo,1
thuto o dira sentle,2
tshiamelo o kae,1
setšhaba e kgatelelo thata,0
Masisi o dira tiro e molemo mo pusong,2
BDP e tsweletse ka thulaganyo e e siameng,2
Palamente e dirile ditshwetso tse di siameng,2
Batswana ba itumelela kgolo ya ikonomi,2
Mmuso o thusa batho ka mananeo a thuto,2
Kgotso e teng mo Botswana,2
The government is doing excellent work for development,2
I love how Botswana maintains peace and stability,2
BDP's policies are really helping the economy grow,2
Masisi's leadership brings hope to batho,2
Parliament passed good laws for ditshwanelo,2
Mmuso o paletswe ke go rarabolola mathata,0
Boferefere bo ntse bo le teng mo pusong,0
Batho ba hutsafetse ka maemo a ikonomi,0
Dikgwetlho tsa tlhokafalo di oketsegile,0
Palamente ga e dire sepe go thusa setšhaba,0
The government has failed batho badly,0
Corruption is destroying our beautiful country,0
I'm disappointed with the current leadership,0
BDP policies are causing more mathata for people,0
"Politicians only care about themselves, not batho",0
Palamente e kopane gompieno go sekaseka molao,1
Masisi o ne a bua ka thulaganyo ya naga,1
BDP le UDC ba tla kopana mo kgotleng,1
Batswana ba tla tlhopha mo dikgetholong,1
Mmuso o tla itsise ka tshwetso ya bone,1
Parliament will discuss the new budget today,1
The election date has been announced,1
Political parties are preparing for campaigns,1
Citizens will vote for their preferred candidates,1
Government officials met with traditional leaders,1
