text,label
Batho ba molemo tshiamelo,2
Ke hutsafala lekgotla,0
dikgethololo o kae,1
Ke botlhoko boeteledipele,0
Re lapile ka modulasetilo,0
lekgotla e monate thata,2
ditshwanelo e teng,1
boitekanelo e lapile thata,0
Batho ba bua ka tokololo,1
Ke kgotso boitekanelo,2
Ke bona boeteledipele,1
Batho ba bua ka tokololo,1
Ke bona ditshwanelo,1
Ke tshiamo polotiki,2
Ke kgotla boitekanelo,2
Batho ba dikgwetlho batho,0
tonakgolo o kae,1
kgethololo e kgatelelo thata,0
Ke bogale ikonomi,0
Ke bona tokololo,1
Batho ba boammaaruri boeteledipele,2
Batho ba bua ka palamente,1
Re kgotla ka molao,2
boitekanelo e kagiso thata,2
tshiamelo e teng,1
boitekanelo o dira dikgwetlho,0
tonakgolo e botlhoko thata,0
Ke botlhoko ikonomi,0
mmuso e teng,1
Batho ba kgotso thuto,2
Re boammaaruri ka palamente,2
Re boitumelo ka polotiki,2
Re itse tonakgolo,1
Ke bona modulasetilo,1
Ke boitumelo puso,2
modulasetilo e rata thata,2
tonakgolo e teng,1
setšhaba e tlhokafalo thata,0
Batho ba kutlwelobotlhoko ditshwanelo,2
Batho ba bua ka molao,1
lekgotla e kagiso thata,2
Masisi o dira tiro e molemo mo pusong,2
BDP e tsweletse ka thulaganyo e e siameng,2
Palamente e dirile ditshwetso tse di siameng,2
Batswana ba itumelela kgolo ya ikonomi,2
Mmuso o thusa batho ka mananeo a thuto,2
Kgotso e teng mo Botswana,2
The government is doing excellent work for development,2
I love how Botswana maintains peace and stability,2
BDP's policies are really helping the economy grow,2
Masisi's leadership brings hope to batho,2
Parliament passed good laws for ditshwanelo,2
Mmuso o paletswe ke go rarabolola mathata,0
Boferefere bo ntse bo le teng mo pusong,0
Batho ba hutsafetse ka maemo a ikonomi,0
Dikgwetlho tsa tlhokafalo di oketsegile,0
Palamente ga e dire sepe go thusa setšhaba,0
The government has failed batho badly,0
Corruption is destroying our beautiful country,0
I'm disappointed with the current leadership,0
BDP policies are causing more mathata for people,0
"Politicians only care about themselves, not batho",0
Palamente e kopane gompieno go sekaseka molao,1
Masisi o ne a bua ka thulaganyo ya naga,1
BDP le UDC ba tla kopana mo kgotleng,1
Batswana ba tla tlhopha mo dikgetholong,1
Mmuso o tla itsise ka tshwetso ya bone,1
Parliament will discuss the new budget today,1
The election date has been announced,1
Political parties are preparing for campaigns,1
Citizens will vote for their preferred candidates,1
Government officials met with traditional leaders,1
