text,label
Batho ba kgalefo dikgethololo,0
dikgethololo o kae,1
ikonomi o dira molemo,2
puso o kae,1
boitekanelo e teng,1
palamente e teng,1
Batho ba kgatelelo thuto,0
Re boferefere ka palamente,0
Ke boferefere boitekanelo,0
Batho ba boitumelo kgethololo,2
Batho ba boitumelo boeteledipele,2
Ke bona polotiki,1
Re mathata ka thuto,0
puso o kae,1
Ke boferefere dikgethololo,0
boeteledipele o dira tshiamo,2
tshiamelo o dira sentle,2
Re tlhokafalo ka puso,0
Re tlhong ka ikonomi,0
Batho ba kgalefo batho,0
Batho ba rata dikgethololo,2
Ke botlhoko ikonomi,0
Batho ba bua ka lekgotla,1
puso o kae,1
Ke tlhaelo polotiki,0
ditshwanelo o dira kagiso,2
lekgotla o kae,1
Re tlhong ka mmuso,0
Batho ba tlhong puso,0
Re bosula ka setšhaba,0
ikonomi e teng,1
dikgethololo e tshiamo thata,2
Ke kutlwelobotlhoko palamente,2
puso e teng,1
boitekanelo o dira dikgwetlho,0
tokololo o dira kutlwelobotlhoko,2
boeteledipele o kae,1
Ke tlhokafalo setšhaba,0
Batho ba kutlwelobotlhoko thuto,2
Ke kgotla thulaganyo,2
Re itse tonakgolo,1
Ke bogale molao,0
Ke bona boeteledipele,1
Re itse boeteledipele,1
Batho ba bua ka palamente,1
Ke bona boitekanelo,1
puso e thabo thata,2
Batho ba bua ka thuto,1
Ke itumelela boitekanelo,2
Re boammaaruri ka modulasetilo,2
Masisi o dira tiro e molemo mo pusong,2
BDP e tsweletse ka thulaganyo e e siameng,2
Palamente e dirile ditshwetso tse di siameng,2
Batswana ba itumelela kgolo ya ikonomi,2
Mmuso o thusa batho ka mananeo a thuto,2
Kgotso e teng mo Botswana,2
The government is doing excellent work for development,2
I love how Botswana maintains peace and stability,2
BDP's policies are really helping the economy grow,2
Masisi's leadership brings hope to batho,2
Parliament passed good laws for ditshwanelo,2
Mmuso o paletswe ke go rarabolola mathata,0
Boferefere bo ntse bo le teng mo pusong,0
Batho ba hutsafetse ka maemo a ikonomi,0
Dikgwetlho tsa tlhokafalo di oketsegile,0
Palamente ga e dire sepe go thusa setšhaba,0
The government has failed batho badly,0
Corruption is destroying our beautiful country,0
I'm disappointed with the current leadership,0
BDP policies are causing more mathata for people,0
"Politicians only care about themselves, not batho",0
Palamente e kopane gompieno go sekaseka molao,1
Masisi o ne a bua ka thulaganyo ya naga,1
BDP le UDC ba tla kopana mo kgotleng,1
Batswana ba tla tlhopha mo dikgetholong,1
Mmuso o tla itsise ka tshwetso ya bone,1
Parliament will discuss the new budget today,1
The election date has been announced,1
Political parties are preparing for campaigns,1
Citizens will vote for their preferred candidates,1
Government officials met with traditional leaders,1
