text,label
thuto o dira boferefere,0
Re kgatelelo ka modulasetilo,0
ditshwanelo e boitumelo thata,2
thulaganyo o dira itumelela,2
Batho ba itumelela modulasetilo,2
Batho ba botlhoko puso,0
modulasetilo o kae,1
Re tshiamo ka modulasetilo,2
tokololo e maswe thata,0
Batho ba bua ka tonakgolo,1
Batho ba kgotso lekgotla,2
tokololo o dira maswe,0
thuto e siame thata,2
dikgethololo o kae,1
Ke bona mmuso,1
mmuso e kagiso thata,2
Re monate ka kgethololo,2
dikgethololo o dira tlhong,0
tokololo o dira boferefere,0
ikonomi e maswe thata,0
Re itse tonakgolo,1
Re dikgwetlho ka tokololo,0
Ke kgatelelo thulaganyo,0
Ke boammaaruri modulasetilo,2
mmuso e kgatelelo thata,0
Ke tlhaelo puso,0
Re bogale ka ikonomi,0
boeteledipele e boitumelo thata,2
Ke mathata tokololo,0
Batho ba tshiamo thulaganyo,2
Ke sentle molao,2
Ke bogale puso,0
Ke hutsafala mmuso,0
tonakgolo o dira kgotla,2
tonakgolo e teng,1
Re hutsafala ka tonakgolo,0
ikonomi e teng,1
Batho ba botoka thulaganyo,2
dikgethololo o dira tshiamo,2
Re itse mmuso,1
tokololo o kae,1
Batho ba thabo boeteledipele,2
Batho ba maswe mmuso,0
Ke monate puso,2
Masisi o dira tiro e molemo mo pusong,2
BDP e tsweletse ka thulaganyo e e siameng,2
Palamente e dirile ditshwetso tse di siameng,2
Batswana ba itumelela kgolo ya ikonomi,2
Mmuso o thusa batho ka mananeo a thuto,2
Kgotso e teng mo Botswana,2
The government is doing excellent work for development,2
I love how Botswana maintains peace and stability,2
BDP's policies are really helping the economy grow,2
Masisi's leadership brings hope to batho,2
Parliament passed good laws for ditshwanelo,2
Mmuso o paletswe ke go rarabolola mathata,0
Boferefere bo ntse bo le teng mo pusong,0
Batho ba hutsafetse ka maemo a ikonomi,0
Dikgwetlho tsa tlhokafalo di oketsegile,0
Palamente ga e dire sepe go thusa setšhaba,0
The government has failed batho badly,0
Corruption is destroying our beautiful country,0
I'm disappointed with the current leadership,0
BDP policies are causing more mathata for people,0
"Politicians only care about themselves, not batho",0
Palamente e kopane gompieno go sekaseka molao,1
Masisi o ne a bua ka thulaganyo ya naga,1
BDP le UDC ba tla kopana mo kgotleng,1
Batswana ba tla tlhopha mo dikgetholong,1
Mmuso o tla itsise ka tshwetso ya bone,1
Parliament will discuss the new budget today,1
The election date has been announced,1
Political parties are preparing for campaigns,1
Citizens will vote for their preferred candidates,1
Government officials met with traditional leaders,1
